--- Line of Code Report ---

     44 ./.firebase/hosting.cHVibGlj.cache
      5 ./.firebaserc
     19 ./.github/workflows/firebase-hosting-merge.yml
     20 ./.github/workflows/firebase-hosting-pull-request.yml
     69 ./.gitignore
    114 ./Archived/APP_CRITIQUE.md
    123 ./Archived/GEMINI_ANALYSIS_FINDINGS.md
    264 ./Archived/MISSING_FEATURES.md
    303 ./Archived/PHASE_1_COMPLETION_REPORT.md
    569 ./Archived/PHASE_2_PROGRESS_TRACKER.md
    350 ./Archived/PHASE_2_TECHNICAL_HANDOFF.md
    581 ./Archived/PRE_PHASE_3_CRITICAL_FIXES.md
    199 ./Archived/SCRAPPED_PHASE_3_TIMELINE_INTERFACE_PLAN.md
     15 ./Archived/outdated_files_analysis.md
    534 ./Archived/test-templates.js
    227 ./Archived/user_requirements.md
    398 ./PROJECT_MASTER_BLUEPRINT.md
    762 ./README.md
    503 ./console_output/console_output.txt
    206 ./console_output/improved_tests.js
    158 ./console_output/web_app_image_capture1.PNG
      1 ./current_todo.txt
    216 ./docs/COMPONENT_CLEANUP_RECURSION_FIX_SPEC.md
    221 ./docs/CRITICAL_FIXES_ACTION_PLAN.md
    218 ./docs/CRITICAL_GAPS.md
    530 ./docs/DESIGN_SYSTEM.md
    243 ./docs/FINAL_CRITICAL_GAPS_AUDIT.md
    278 ./docs/FINAL_IMPLEMENTATION_COMPLETE.md
    337 ./docs/FUTURE_PAST_NAVIGATION.md
    243 ./docs/HOW_THE_APP_WORKS.md
    535 ./docs/MONDAY_WALKTHROUGH.md
    468 ./docs/PHASE_3_TIMELINE_INTERFACE_PLAN_REVISED.md
    170 ./docs/REMAINING_ISSUES_TO_FIX.md
    159 ./docs/REQUIREMENTS_QA.md
    227 ./docs/SAMPLE_DATA.md
    172 ./docs/SCHEDULING_SYSTEM_FIX_SUMMARY.md
    111 ./docs/SMOKE_TESTS_TASKLOGIC_MIGRATION.md
    184 ./docs/TASKLOGIC_API_MIGRATION_ACTION_PLAN.md
    222 ./docs/TODO_CLAUDE_tasklogic_api_migration.md
     76 ./docs/TODO_CLAUDE_tasklogic_compat_quickfix.md
     58 ./docs/TODO_CLAUDE_time_windows_long_term.md
    358 ./docs/USER_FLOW.md
   1280 ./docs/refactoring/TASKLOGIC_REFACTORING_ACTION_PLAN.md
    259 ./docs/refactoring/TIMELINE_REFACTORING_ACTION_PLAN.md
    405 ./docs/specs/CIRCULAR_DEPENDENCY_DETECTION_SPEC.md
    331 ./docs/specs/CROSS_MIDNIGHT_TASKS_SPEC.md
    592 ./docs/specs/DST_MANUAL_ADJUSTMENT_SPEC.md
    468 ./docs/specs/ERROR_HANDLING_SYSTEM_SPEC.md
    187 ./docs/specs/FIREBASE_SETUP_GUIDE.md
    211 ./docs/specs/MEMORY_LEAK_PREVENTION_SPEC.md
    514 ./docs/specs/MODERN_BROWSER_COMPATIBILITY_SPEC.md
    526 ./docs/specs/MULTI_TAB_HANDLING_SPEC.md
    501 ./docs/specs/PERFORMANCE_LIMITS_SPEC.md
    541 ./docs/specs/PWA_CACHING_STRATEGY_SPEC.md
    411 ./docs/specs/SIMPLE_DEV_ENVIRONMENT_SPEC.md
